index,store_id,d,revenue,sell_price
406,CA_1,2012-03-10,15072.460000000001,13549.89
407,CA_1,2012-03-11,15292.15,13549.89
408,CA_1,2012-03-12,9991.78,13549.89
409,CA_1,2012-03-13,7937.610000000001,13549.89
410,CA_1,2012-03-14,7897.87,13549.89
411,CA_1,2012-03-15,8756.85,13549.89
412,CA_1,2012-03-16,10170.58,13549.89
413,CA_1,2012-03-17,13431.74,13549.74
414,CA_1,2012-03-18,14229.23,13549.8
415,CA_1,2012-03-19,9968.34,13549.8
416,CA_1,2012-03-20,8223.67,13549.8
417,CA_1,2012-03-21,7319.9800000000005,13549.8
418,CA_1,2012-03-22,8325.64,13549.8
419,CA_1,2012-03-23,9159.48,13549.8
420,CA_1,2012-03-24,13669.69,13552.15
421,CA_1,2012-03-25,14541.03,13551.95
422,CA_1,2012-03-26,9213.5,13551.95
423,CA_1,2012-03-27,7763.09,13551.95
424,CA_1,2012-03-28,7865.56,13551.95
425,CA_1,2012-03-29,7292.67,13551.95
426,CA_1,2012-03-30,11695.48,13551.95
427,CA_1,2012-03-31,13622.79,13547.44
428,CA_1,2012-04-01,14866.0,13547.44
429,CA_1,2012-04-02,10278.54,13547.44
430,CA_1,2012-04-03,10559.22,13547.44
431,CA_1,2012-04-04,9742.44,13547.44
432,CA_1,2012-04-05,10902.54,13547.44
433,CA_1,2012-04-06,13556.54,13547.44
434,CA_1,2012-04-07,15784.7,13545.09
435,CA_1,2012-04-08,10620.18,13545.09
436,CA_1,2012-04-09,11233.43,13545.09
437,CA_1,2012-04-10,10281.27,13545.09
438,CA_1,2012-04-11,8993.16,13545.09
439,CA_1,2012-04-12,8801.17,13545.09
440,CA_1,2012-04-13,10306.3,13545.09
441,CA_1,2012-04-14,13982.89,13547.91
442,CA_1,2012-04-15,13642.02,13547.91
443,CA_1,2012-04-16,8948.59,13547.91
444,CA_1,2012-04-17,7736.86,13547.91
445,CA_1,2012-04-18,7769.24,13547.91
446,CA_1,2012-04-19,8561.93,13547.91
447,CA_1,2012-04-20,10639.710000000001,13547.91
448,CA_1,2012-04-21,13587.41,13549.52
449,CA_1,2012-04-22,14054.17,13549.72
450,CA_1,2012-04-23,8418.16,13549.72
451,CA_1,2012-04-24,8575.23,13549.72
452,CA_1,2012-04-25,7955.43,13549.72
453,CA_1,2012-04-26,8427.47,13549.72
454,CA_1,2012-04-27,10541.75,13549.72
455,CA_1,2012-04-28,12853.31,13552.63
456,CA_1,2012-04-29,13805.15,13552.63
457,CA_1,2012-04-30,9314.15,13552.63
458,CA_1,2012-05-01,10164.210000000001,13552.63
459,CA_1,2012-05-02,9267.39,13552.63
460,CA_1,2012-05-03,10380.39,13552.63
461,CA_1,2012-05-04,11205.1,13552.63
462,CA_1,2012-05-05,12120.77,13553.23
463,CA_1,2012-05-06,15085.3,13553.24
464,CA_1,2012-05-07,12077.37,13553.24
465,CA_1,2012-05-08,9774.51,13553.24
466,CA_1,2012-05-09,9812.6,13553.24
467,CA_1,2012-05-10,10430.460000000001,13553.24
468,CA_1,2012-05-11,11437.78,13553.24
469,CA_1,2012-05-12,15544.7,13548.45
470,CA_1,2012-05-13,12287.01,13548.45
471,CA_1,2012-05-14,9284.73,13548.45
472,CA_1,2012-05-15,9949.27,13548.45
473,CA_1,2012-05-16,9392.55,13548.45
474,CA_1,2012-05-17,9173.66,13548.45
475,CA_1,2012-05-18,10926.48,13548.45
476,CA_1,2012-05-19,13396.7,13549.64
477,CA_1,2012-05-20,15538.94,13549.88
478,CA_1,2012-05-21,10235.1,13549.88
479,CA_1,2012-05-22,7690.87,13549.88
480,CA_1,2012-05-23,8217.59,13549.88
481,CA_1,2012-05-24,9109.17,13549.88
482,CA_1,2012-05-25,11706.51,13549.88
483,CA_1,2012-05-26,12770.3,13544.09
484,CA_1,2012-05-27,12817.29,13544.61
485,CA_1,2012-05-28,11595.15,13544.61
486,CA_1,2012-05-29,8616.59,13544.61
487,CA_1,2012-05-30,8150.4400000000005,13544.61
488,CA_1,2012-05-31,9363.57,13544.61
489,CA_1,2012-06-01,12526.89,13544.61
490,CA_1,2012-06-02,15429.35,13544.75
491,CA_1,2012-06-03,15005.61,13544.75
492,CA_1,2012-06-04,11643.67,13544.75
493,CA_1,2012-06-05,10570.98,13544.75
494,CA_1,2012-06-06,9933.52,13544.75
495,CA_1,2012-06-07,10264.78,13544.75
496,CA_1,2012-06-08,11774.25,13544.75
497,CA_1,2012-06-09,14007.14,13544.87
498,CA_1,2012-06-10,14679.34,13547.65
499,CA_1,2012-06-11,11557.960000000001,13547.65
500,CA_1,2012-06-12,10213.93,13547.65
501,CA_1,2012-06-13,9595.9,13547.65
502,CA_1,2012-06-14,10346.04,13547.65
503,CA_1,2012-06-15,12875.94,13547.65
504,CA_1,2012-06-16,14548.92,13545.0
505,CA_1,2012-06-17,12402.91,13545.0
506,CA_1,2012-06-18,10439.26,13545.0
507,CA_1,2012-06-19,9473.78,13545.0
508,CA_1,2012-06-20,9406.75,13545.0
509,CA_1,2012-06-21,9768.64,13545.0
510,CA_1,2012-06-22,13481.68,13545.0
511,CA_1,2012-06-23,13361.62,13544.74
512,CA_1,2012-06-24,14233.36,13544.15
513,CA_1,2012-06-25,10308.05,13544.15
514,CA_1,2012-06-26,8845.52,13544.15
515,CA_1,2012-06-27,8595.39,13544.15
516,CA_1,2012-06-28,9071.85,13544.15
517,CA_1,2012-06-29,11670.24,13544.15
518,CA_1,2012-06-30,14755.23,13552.54
519,CA_1,2012-07-01,15556.5,13552.07
520,CA_1,2012-07-02,12090.28,13552.07
521,CA_1,2012-07-03,12671.14,13552.07
522,CA_1,2012-07-04,9843.62,13552.07
523,CA_1,2012-07-05,9789.09,13552.07
524,CA_1,2012-07-06,12483.57,13552.07
525,CA_1,2012-07-07,13576.130000000001,13553.72
526,CA_1,2012-07-08,14977.33,13553.72
527,CA_1,2012-07-09,12050.43,13553.72
528,CA_1,2012-07-10,10563.09,13553.72
529,CA_1,2012-07-11,10124.79,13553.72
530,CA_1,2012-07-12,10391.44,13553.72
531,CA_1,2012-07-13,12656.4,13553.72
532,CA_1,2012-07-14,13957.23,13547.15
533,CA_1,2012-07-15,14290.99,13547.03
534,CA_1,2012-07-16,10299.48,13547.03
535,CA_1,2012-07-17,9637.67,13547.03
536,CA_1,2012-07-18,9112.88,13547.03
537,CA_1,2012-07-19,9622.91,13547.03
538,CA_1,2012-07-20,11960.36,13547.03
539,CA_1,2012-07-21,13682.64,13550.54
540,CA_1,2012-07-22,15272.93,13550.66
541,CA_1,2012-07-23,10263.92,13550.66
542,CA_1,2012-07-24,9410.27,13550.66
543,CA_1,2012-07-25,9064.19,13550.66
544,CA_1,2012-07-26,10129.36,13550.66
545,CA_1,2012-07-27,10623.960000000001,13550.66
546,CA_1,2012-07-28,11493.87,13555.8
547,CA_1,2012-07-29,11694.67,13555.8
548,CA_1,2012-07-30,9851.54,13555.8
549,CA_1,2012-07-31,9599.960000000001,13555.8
550,CA_1,2012-08-01,10706.3,13555.8
551,CA_1,2012-08-02,11667.64,13555.8
552,CA_1,2012-08-03,12420.04,13555.8
553,CA_1,2012-08-04,14479.65,13557.18
554,CA_1,2012-08-05,16330.67,13557.18
555,CA_1,2012-08-06,12133.26,13557.18
556,CA_1,2012-08-07,10972.210000000001,13557.18
557,CA_1,2012-08-08,10900.13,13557.18
558,CA_1,2012-08-09,10551.42,13557.18
559,CA_1,2012-08-10,12426.53,13557.18
560,CA_1,2012-08-11,15320.69,13548.42
561,CA_1,2012-08-12,14617.74,13548.42
562,CA_1,2012-08-13,10590.24,13548.42
563,CA_1,2012-08-14,10493.54,13548.42
564,CA_1,2012-08-15,10005.49,13548.42
565,CA_1,2012-08-16,10720.81,13548.42
566,CA_1,2012-08-17,12009.15,13548.42
567,CA_1,2012-08-18,16589.09,13551.25
568,CA_1,2012-08-19,16944.76,13551.25
569,CA_1,2012-08-20,11672.05,13551.25
570,CA_1,2012-08-21,10016.76,13551.25
571,CA_1,2012-08-22,9048.99,13551.25
572,CA_1,2012-08-23,9279.710000000001,13551.25
573,CA_1,2012-08-24,10577.82,13551.25
