store_id,d,revenue
CA_1,2012-01-01,6986.03
CA_1,2012-01-02,11013.95
CA_1,2012-01-03,9352.61
CA_1,2012-01-04,8403.57
CA_1,2012-01-05,9172.19
CA_1,2012-01-06,9710.96
CA_1,2012-01-07,12521.35
CA_1,2012-01-08,12913.94
CA_1,2012-01-09,9750.79
CA_1,2012-01-10,8402.89
CA_1,2012-01-11,7324.9800000000005
CA_1,2012-01-12,6717.2300000000005
CA_1,2012-01-13,9557.94
CA_1,2012-01-14,11470.25
CA_1,2012-01-15,11317.63
CA_1,2012-01-16,10200.47
CA_1,2012-01-17,7580.61
CA_1,2012-01-18,7164.4800000000005
CA_1,2012-01-19,7247.56
CA_1,2012-01-20,8696.19
CA_1,2012-01-21,14027.0
CA_1,2012-01-22,10950.81
CA_1,2012-01-23,7324.4
CA_1,2012-01-24,6957.52
CA_1,2012-01-25,6546.47
CA_1,2012-01-26,6956.16
CA_1,2012-01-27,9005.2
CA_1,2012-01-28,11288.05
CA_1,2012-01-29,11752.37
CA_1,2012-01-30,8133.07
CA_1,2012-01-31,7874.8
CA_1,2012-02-01,8620.59
CA_1,2012-02-02,9288.78
CA_1,2012-02-03,11488.3
CA_1,2012-02-04,16006.36
CA_1,2012-02-05,13261.18
CA_1,2012-02-06,10069.28
CA_1,2012-02-07,8609.24
CA_1,2012-02-08,8503.23
CA_1,2012-02-09,8837.77
CA_1,2012-02-10,9974.81
CA_1,2012-02-11,15318.56
CA_1,2012-02-12,14840.1
CA_1,2012-02-13,10597.13
CA_1,2012-02-14,6939.44
CA_1,2012-02-15,7366.74
CA_1,2012-02-16,7822.54
CA_1,2012-02-17,10008.32
CA_1,2012-02-18,12787.67
CA_1,2012-02-19,13388.41
CA_1,2012-02-20,10457.01
CA_1,2012-02-21,7731.38
CA_1,2012-02-22,7728.38
CA_1,2012-02-23,7659.63
CA_1,2012-02-24,9542.69
CA_1,2012-02-25,13302.76
CA_1,2012-02-26,12617.12
CA_1,2012-02-27,8498.01
CA_1,2012-02-28,7860.05
CA_1,2012-02-29,7620.7300000000005
CA_1,2012-03-01,9448.87
CA_1,2012-03-02,10337.33
CA_1,2012-03-03,14037.57
CA_1,2012-03-04,14507.93
CA_1,2012-03-05,10990.800000000001
CA_1,2012-03-06,9543.23
CA_1,2012-03-07,9553.22
CA_1,2012-03-08,9557.710000000001
CA_1,2012-03-09,10728.710000000001
CA_1,2012-03-10,15072.460000000001
CA_1,2012-03-11,15292.15
CA_1,2012-03-12,9991.78
CA_1,2012-03-13,7937.610000000001
CA_1,2012-03-14,7897.87
CA_1,2012-03-15,8756.85
CA_1,2012-03-16,10170.58
CA_1,2012-03-17,13431.74
CA_1,2012-03-18,14229.23
CA_1,2012-03-19,9968.34
CA_1,2012-03-20,8223.67
CA_1,2012-03-21,7319.9800000000005
CA_1,2012-03-22,8325.64
CA_1,2012-03-23,9159.48
CA_1,2012-03-24,13669.69
CA_1,2012-03-25,14541.03
CA_1,2012-03-26,9213.5
CA_1,2012-03-27,7763.09
CA_1,2012-03-28,7865.56
CA_1,2012-03-29,7292.67
CA_1,2012-03-30,11695.48
CA_1,2012-03-31,13622.79
CA_1,2012-04-01,14866.0
CA_1,2012-04-02,10278.54
CA_1,2012-04-03,10559.22
CA_1,2012-04-04,9742.44
CA_1,2012-04-05,10902.54
CA_1,2012-04-06,13556.54
CA_1,2012-04-07,15784.7
CA_1,2012-04-08,10620.18
CA_1,2012-04-09,11233.43
CA_1,2012-04-10,10281.27
CA_1,2012-04-11,8993.16
CA_1,2012-04-12,8801.17
CA_1,2012-04-13,10306.3
CA_1,2012-04-14,13982.89
CA_1,2012-04-15,13642.02
CA_1,2012-04-16,8948.59
CA_1,2012-04-17,7736.86
CA_1,2012-04-18,7769.24
CA_1,2012-04-19,8561.93
CA_1,2012-04-20,10639.710000000001
CA_1,2012-04-21,13587.41
CA_1,2012-04-22,14054.17
CA_1,2012-04-23,8418.16
CA_1,2012-04-24,8575.23
CA_1,2012-04-25,7955.43
CA_1,2012-04-26,8427.47
CA_1,2012-04-27,10541.75
CA_1,2012-04-28,12853.31
CA_1,2012-04-29,13805.15
CA_1,2012-04-30,9314.15
CA_1,2012-05-01,10164.210000000001
CA_1,2012-05-02,9267.39
CA_1,2012-05-03,10380.39
CA_1,2012-05-04,11205.1
CA_1,2012-05-05,12120.77
CA_1,2012-05-06,15085.3
CA_1,2012-05-07,12077.37
CA_1,2012-05-08,9774.51
CA_1,2012-05-09,9812.6
CA_1,2012-05-10,10430.460000000001
CA_1,2012-05-11,11437.78
CA_1,2012-05-12,15544.7
CA_1,2012-05-13,12287.01
CA_1,2012-05-14,9284.73
CA_1,2012-05-15,9949.27
CA_1,2012-05-16,9392.55
CA_1,2012-05-17,9173.66
CA_1,2012-05-18,10926.48
CA_1,2012-05-19,13396.7
CA_1,2012-05-20,15538.94
CA_1,2012-05-21,10235.1
CA_1,2012-05-22,7690.87
CA_1,2012-05-23,8217.59
CA_1,2012-05-24,9109.17
CA_1,2012-05-25,11706.51
CA_1,2012-05-26,12770.3
CA_1,2012-05-27,12817.29
CA_1,2012-05-28,11595.15
CA_1,2012-05-29,8616.59
CA_1,2012-05-30,8150.4400000000005
CA_1,2012-05-31,9363.57
CA_1,2012-06-01,12526.89
CA_1,2012-06-02,15429.35
CA_1,2012-06-03,15005.61
CA_1,2012-06-04,11643.67
CA_1,2012-06-05,10570.98
CA_1,2012-06-06,9933.52
CA_1,2012-06-07,10264.78
CA_1,2012-06-08,11774.25
CA_1,2012-06-09,14007.14
CA_1,2012-06-10,14679.34
CA_1,2012-06-11,11557.960000000001
CA_1,2012-06-12,10213.93
CA_1,2012-06-13,9595.9
CA_1,2012-06-14,10346.04
CA_1,2012-06-15,12875.94
CA_1,2012-06-16,14548.92
CA_1,2012-06-17,12402.91
CA_1,2012-06-18,10439.26
CA_1,2012-06-19,9473.78
CA_1,2012-06-20,9406.75
CA_1,2012-06-21,9768.64
CA_1,2012-06-22,13481.68
CA_1,2012-06-23,13361.62
CA_1,2012-06-24,14233.36
CA_1,2012-06-25,10308.05
CA_1,2012-06-26,8845.52
CA_1,2012-06-27,8595.39
CA_1,2012-06-28,9071.85
CA_1,2012-06-29,11670.24
CA_1,2012-06-30,14755.23
CA_1,2012-07-01,15556.5
CA_1,2012-07-02,12090.28
CA_1,2012-07-03,12671.14
CA_1,2012-07-04,9843.62
CA_1,2012-07-05,9789.09
CA_1,2012-07-06,12483.57
CA_1,2012-07-07,13576.130000000001
CA_1,2012-07-08,14977.33
CA_1,2012-07-09,12050.43
CA_1,2012-07-10,10563.09
CA_1,2012-07-11,10124.79
CA_1,2012-07-12,10391.44
CA_1,2012-07-13,12656.4
CA_1,2012-07-14,13957.23
CA_1,2012-07-15,14290.99
CA_1,2012-07-16,10299.48
CA_1,2012-07-17,9637.67
CA_1,2012-07-18,9112.88
CA_1,2012-07-19,9622.91
CA_1,2012-07-20,11960.36
CA_1,2012-07-21,13682.64
CA_1,2012-07-22,15272.93
CA_1,2012-07-23,10263.92
CA_1,2012-07-24,9410.27
CA_1,2012-07-25,9064.19
CA_1,2012-07-26,10129.36
CA_1,2012-07-27,10623.960000000001
CA_1,2012-07-28,11493.87
CA_1,2012-07-29,11694.67
CA_1,2012-07-30,9851.54
CA_1,2012-07-31,9599.960000000001
CA_1,2012-08-01,10706.3
CA_1,2012-08-02,11667.64
CA_1,2012-08-03,12420.04
CA_1,2012-08-04,14479.65
CA_1,2012-08-05,16330.67
CA_1,2012-08-06,12133.26
CA_1,2012-08-07,10972.210000000001
CA_1,2012-08-08,10900.13
CA_1,2012-08-09,10551.42
CA_1,2012-08-10,12426.53
CA_1,2012-08-11,15320.69
CA_1,2012-08-12,14617.74
CA_1,2012-08-13,10590.24
CA_1,2012-08-14,10493.54
CA_1,2012-08-15,10005.49
CA_1,2012-08-16,10720.81
CA_1,2012-08-17,12009.15
CA_1,2012-08-18,16589.09
CA_1,2012-08-19,16944.76
CA_1,2012-08-20,11672.05
CA_1,2012-08-21,10016.76
CA_1,2012-08-22,9048.99
CA_1,2012-08-23,9279.710000000001
CA_1,2012-08-24,10577.82
CA_1,2012-08-25,14191.2
CA_1,2012-08-26,15241.62
CA_1,2012-08-27,9784.8
CA_1,2012-08-28,9025.82
CA_1,2012-08-29,8471.01
CA_1,2012-08-30,9418.94
CA_1,2012-08-31,11499.34
CA_1,2012-09-01,16758.27
CA_1,2012-09-02,15139.33
CA_1,2012-09-03,14490.130000000001
CA_1,2012-09-04,10519.87
CA_1,2012-09-05,9730.02
CA_1,2012-09-06,9260.85
CA_1,2012-09-07,11402.960000000001
CA_1,2012-09-08,13531.48
CA_1,2012-09-09,16836.57
CA_1,2012-09-10,10374.72
CA_1,2012-09-11,9065.4
CA_1,2012-09-12,8741.65
CA_1,2012-09-13,9452.93
CA_1,2012-09-14,11393.47
CA_1,2012-09-15,14289.64
CA_1,2012-09-16,15138.18
CA_1,2012-09-17,9517.85
CA_1,2012-09-18,9377.04
CA_1,2012-09-19,8181.58
CA_1,2012-09-20,8505.89
CA_1,2012-09-21,11189.06
CA_1,2012-09-22,14127.18
CA_1,2012-09-23,14761.75
CA_1,2012-09-24,9202.53
CA_1,2012-09-25,8432.28
CA_1,2012-09-26,7921.8
CA_1,2012-09-27,7814.19
CA_1,2012-09-28,10507.14
CA_1,2012-09-29,13294.52
CA_1,2012-09-30,14627.86
CA_1,2012-10-01,11213.62
CA_1,2012-10-02,10500.82
CA_1,2012-10-03,9951.7
CA_1,2012-10-04,9142.62
CA_1,2012-10-05,10341.63
CA_1,2012-10-06,13746.91
CA_1,2012-10-07,15310.960000000001
CA_1,2012-10-08,12145.85
CA_1,2012-10-09,9664.36
CA_1,2012-10-10,8708.26
CA_1,2012-10-11,8636.35
CA_1,2012-10-12,10190.11
CA_1,2012-10-13,12337.05
CA_1,2012-10-14,13411.74
CA_1,2012-10-15,9482.91
CA_1,2012-10-16,7915.41
CA_1,2012-10-17,7807.4
CA_1,2012-10-18,7833.04
CA_1,2012-10-19,9635.98
CA_1,2012-10-20,12639.86
CA_1,2012-10-21,13314.17
CA_1,2012-10-22,8407.38
CA_1,2012-10-23,8105.27
CA_1,2012-10-24,6663.89
CA_1,2012-10-25,7873.86
CA_1,2012-10-26,9007.84
CA_1,2012-10-27,12350.15
CA_1,2012-10-28,12325.49
CA_1,2012-10-29,8862.18
CA_1,2012-10-30,8402.2
CA_1,2012-10-31,6332.1
CA_1,2012-11-01,8979.09
CA_1,2012-11-02,10751.05
CA_1,2012-11-03,14255.64
CA_1,2012-11-04,14687.54
CA_1,2012-11-05,10337.36
CA_1,2012-11-06,8493.15
CA_1,2012-11-07,8944.53
CA_1,2012-11-08,9035.93
CA_1,2012-11-09,11230.99
CA_1,2012-11-10,14820.22
CA_1,2012-11-11,13656.42
CA_1,2012-11-12,10499.43
CA_1,2012-11-13,8204.63
CA_1,2012-11-14,7179.53
CA_1,2012-11-15,8209.38
CA_1,2012-11-16,9852.12
CA_1,2012-11-17,13543.64
CA_1,2012-11-18,12868.710000000001
CA_1,2012-11-19,9609.94
CA_1,2012-11-20,10029.83
CA_1,2012-11-21,10535.02
CA_1,2012-11-22,5179.84
CA_1,2012-11-23,6616.44
CA_1,2012-11-24,8623.73
CA_1,2012-11-25,10720.81
CA_1,2012-11-26,8318.0
CA_1,2012-11-27,7871.09
CA_1,2012-11-28,6862.61
CA_1,2012-11-29,6662.37
CA_1,2012-11-30,9135.34
CA_1,2012-12-01,14426.16
CA_1,2012-12-02,11960.16
CA_1,2012-12-03,10682.09
CA_1,2012-12-04,8760.02
CA_1,2012-12-05,8290.2
CA_1,2012-12-06,9028.27
CA_1,2012-12-07,10830.210000000001
CA_1,2012-12-08,13484.710000000001
CA_1,2012-12-09,13332.34
CA_1,2012-12-10,10677.95
CA_1,2012-12-11,8928.27
CA_1,2012-12-12,8108.4400000000005
CA_1,2012-12-13,8169.78
CA_1,2012-12-14,9959.39
CA_1,2012-12-15,13186.13
CA_1,2012-12-16,13320.07
CA_1,2012-12-17,9249.49
CA_1,2012-12-18,9732.33
CA_1,2012-12-19,8373.47
CA_1,2012-12-20,9623.61
CA_1,2012-12-21,10638.28
CA_1,2012-12-22,12493.61
CA_1,2012-12-23,11498.57
CA_1,2012-12-24,9043.39
CA_1,2012-12-25,0.0
CA_1,2012-12-26,8153.46
CA_1,2012-12-27,8981.09
CA_1,2012-12-28,10153.69
CA_1,2012-12-29,11744.31
CA_1,2012-12-30,11993.62
CA_1,2012-12-31,10313.66
CA_1,2013-01-01,7200.36
CA_1,2013-01-02,10151.68
CA_1,2013-01-03,10404.71
CA_1,2013-01-04,11417.17
CA_1,2013-01-05,13138.68
CA_1,2013-01-06,13987.48
CA_1,2013-01-07,10353.22
CA_1,2013-01-08,8952.27
CA_1,2013-01-09,8081.18
CA_1,2013-01-10,9068.59
CA_1,2013-01-11,11072.05
CA_1,2013-01-12,13612.13
CA_1,2013-01-13,12982.78
CA_1,2013-01-14,8820.7
CA_1,2013-01-15,8397.17
CA_1,2013-01-16,7859.97
CA_1,2013-01-17,8227.68
CA_1,2013-01-18,10641.37
CA_1,2013-01-19,13801.37
CA_1,2013-01-20,11746.33
CA_1,2013-01-21,10256.68
CA_1,2013-01-22,8078.9800000000005
CA_1,2013-01-23,7286.92
CA_1,2013-01-24,7669.62
CA_1,2013-01-25,9714.02
CA_1,2013-01-26,13697.05
CA_1,2013-01-27,13241.14
CA_1,2013-01-28,8394.78
CA_1,2013-01-29,7927.74
CA_1,2013-01-30,6945.53
CA_1,2013-01-31,8942.43
CA_1,2013-02-01,12213.27
CA_1,2013-02-02,17420.62
CA_1,2013-02-03,11846.96
CA_1,2013-02-04,9022.24
CA_1,2013-02-05,8954.94
CA_1,2013-02-06,9010.710000000001
CA_1,2013-02-07,10321.99
CA_1,2013-02-08,11592.9
CA_1,2013-02-09,15980.41
CA_1,2013-02-10,15983.64
CA_1,2013-02-11,11174.4
CA_1,2013-02-12,9295.82
CA_1,2013-02-13,9858.45
CA_1,2013-02-14,7871.31
CA_1,2013-02-15,11835.18
CA_1,2013-02-16,13935.54
CA_1,2013-02-17,14199.15
CA_1,2013-02-18,11899.45
CA_1,2013-02-19,7946.29
CA_1,2013-02-20,9210.87
CA_1,2013-02-21,9711.49
CA_1,2013-02-22,11814.29
CA_1,2013-02-23,14152.93
CA_1,2013-02-24,14085.03
CA_1,2013-02-25,10008.460000000001
CA_1,2013-02-26,7991.35
CA_1,2013-02-27,8171.76
CA_1,2013-02-28,8839.36
CA_1,2013-03-01,11951.54
CA_1,2013-03-02,16208.53
CA_1,2013-03-03,16681.55
CA_1,2013-03-04,10782.31
CA_1,2013-03-05,9220.66
CA_1,2013-03-06,8997.31
CA_1,2013-03-07,8866.7
CA_1,2013-03-08,11552.25
CA_1,2013-03-09,14547.26
CA_1,2013-03-10,14185.92
CA_1,2013-03-11,10573.460000000001
CA_1,2013-03-12,8880.33
CA_1,2013-03-13,8490.47
CA_1,2013-03-14,9109.65
CA_1,2013-03-15,11504.0
CA_1,2013-03-16,14803.77
CA_1,2013-03-17,14486.32
CA_1,2013-03-18,9153.94
CA_1,2013-03-19,8265.65
CA_1,2013-03-20,9093.28
CA_1,2013-03-21,8861.63
CA_1,2013-03-22,11678.7
CA_1,2013-03-23,13490.94
CA_1,2013-03-24,14651.11
CA_1,2013-03-25,10253.710000000001
CA_1,2013-03-26,8846.32
CA_1,2013-03-27,8921.93
CA_1,2013-03-28,9790.88
CA_1,2013-03-29,12486.31
CA_1,2013-03-30,16444.48
CA_1,2013-03-31,11437.91
CA_1,2013-04-01,9728.32
CA_1,2013-04-02,10083.92
CA_1,2013-04-03,10630.28
CA_1,2013-04-04,10550.9
CA_1,2013-04-05,11869.33
CA_1,2013-04-06,14955.5
CA_1,2013-04-07,15854.960000000001
CA_1,2013-04-08,11104.48
CA_1,2013-04-09,10703.44
CA_1,2013-04-10,9791.99
CA_1,2013-04-11,9747.91
CA_1,2013-04-12,10593.1
CA_1,2013-04-13,13318.91
CA_1,2013-04-14,14335.15
CA_1,2013-04-15,10127.5
CA_1,2013-04-16,8329.05
CA_1,2013-04-17,8966.57
CA_1,2013-04-18,8716.75
CA_1,2013-04-19,11248.03
